index,class,comment_sentence,partition,combo,labels
1,Abfss.java,this impl delegates to the old filesystem,0,this impl delegates to the old filesystem | Abfss.java,"[0, 0, 1, 0, 0, 0, 0]"
   * @param dataDir the root path of the storage directory
   * @param startOpt startup option
   * @return the StorageDirectory successfully loaded.
   * @throws IOException
   */ | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8538,BlockPoolSliceStorage.java,// format,0,// format | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8539,BlockPoolSliceStorage.java,// recovery part is common,0,// recovery part is common | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8540,BlockPoolSliceStorage.java,"// 2. Do transitions
      // Each storage directory is treated individually.
      // During startup some of them can upgrade or roll back
      // while others could be up-to-date for the regular startup.",0,"// 2. Do transitions
      // Each storage directory is treated individually.
      // During startup some of them can upgrade or roll back
      // while others could be up-to-date for the regular startup. | BlockPoolSliceStorage.java","[0, 0, 1, 0, 0, 0, 0]"
8541,BlockPoolSliceStorage.java,"/**
   * Analyze and load storage directories. Recover from previous transitions if
   * required.
   *
   * The block pool storages are either all analyzed or none of them is loaded.
   * Therefore, a failure on loading any block pool storage results a faulty
   * data volume.
   *
   * @param nsInfo namespace information
   * @param dataDirs storage directories of block pool
   * @param startOpt startup option
   * @return an array of loaded block pool directories.
   * @throws IOException on error
   */",0,"/**
   * Analyze and load storage directories. Recover from previous transitions if
   * required.
   *
   * The block pool storages are either all analyzed or none of them is loaded.
   * Therefore, a failure on loading any block pool storage results a faulty
   * data volume.
   *
   * @param nsInfo namespace information
   * @param dataDirs storage directories of block pool
   * @param startOpt startup option
   * @return an array of loaded block pool directories.
   * @throws IOException on error
   */ | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8542,BlockPoolSliceStorage.java,// sd is locked but not opened,0,// sd is locked but not opened | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8544,BlockPoolSliceStorage.java,"/**
   * Format a block pool slice storage. 
   * @param dnCurDir DataStorage current directory
   * @param nsInfo the name space info
   * @throws IOException Signals that an I/O exception has occurred.
   */",0,"/**
   * Format a block pool slice storage. 
   * @param dnCurDir DataStorage current directory
   * @param nsInfo the name space info
   * @throws IOException Signals that an I/O exception has occurred.
   */ | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8545,BlockPoolSliceStorage.java," /**
   * Format a block pool slice storage. 
   * @param bpSdir the block pool storage
   * @param nsInfo the name space info
   * @throws IOException Signals that an I/O exception has occurred.
   */",0," /**
   * Format a block pool slice storage. 
   * @param bpSdir the block pool storage
   * @param nsInfo the name space info
   * @throws IOException Signals that an I/O exception has occurred.
   */ | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8547,BlockPoolSliceStorage.java," /**
   * Remove block pool level storage directory.
   * @param absPathToRemove the absolute path of the root for the block pool
   *                        level storage to remove.
   */",0," /**
   * Remove block pool level storage directory.
   * @param absPathToRemove the absolute path of the root for the block pool
   *                        level storage to remove.
   */ | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8549,BlockPoolSliceStorage.java,  /** Validate and set block pool ID */,0,  /** Validate and set block pool ID */ | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8553,BlockPoolSliceStorage.java,// regular startup,0,// regular startup | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8554,BlockPoolSliceStorage.java, // upgrade,0, // upgrade | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8556,BlockPoolSliceStorage.java," /**
   * Upgrade to any release after 0.22 (0.22 included) release e.g. 0.22 => 0.23
   * Upgrade procedure is as follows:
   * <ol>
   * <li>If <SD>/current/<bpid>/previous exists then delete it</li>
   * <li>Rename <SD>/current/<bpid>/current to
   * <SD>/current/bpid/current/previous.tmp</li>
   * <li>Create new <SD>current/<bpid>/current directory</li>
   * <ol>
   * <li>Hard links for block files are created from previous.tmp to current</li>
   * <li>Save new version file in current directory</li>
   * </ol>
   * <li>Rename previous.tmp to previous</li> </ol>
   * 
   * @param bpSd storage directory <SD>/current/<bpid>
   * @param nsInfo Namespace Info from the namenode
   * @throws IOException on error
   */",0," /**
   * Upgrade to any release after 0.22 (0.22 included) release e.g. 0.22 => 0.23
   * Upgrade procedure is as follows:
   * <ol>
   * <li>If <SD>/current/<bpid>/previous exists then delete it</li>
   * <li>Rename <SD>/current/<bpid>/current to
   * <SD>/current/bpid/current/previous.tmp</li>
   * <li>Create new <SD>current/<bpid>/current directory</li>
   * <ol>
   * <li>Hard links for block files are created from previous.tmp to current</li>
   * <li>Save new version file in current directory</li>
   * </ol>
   * <li>Rename previous.tmp to previous</li> </ol>
   * 
   * @param bpSd storage directory <SD>/current/<bpid>
   * @param nsInfo Namespace Info from the namenode
   * @throws IOException on error
   */ | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8558,BlockPoolSliceStorage.java,    // get <SD>/previous directory,0,    // get <SD>/previous directory | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8559,BlockPoolSliceStorage.java,    // 1. Delete <SD>/current/<bpid>/previous dir before upgrading,0,    // 1. Delete <SD>/current/<bpid>/previous dir before upgrading | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8561,BlockPoolSliceStorage.java,"/**
   * Cleanup the detachDir.
   * 
   * If the directory is not empty report an error; Otherwise remove the
   * directory.
   * 
   * @param detachDir detach directory
   * @throws IOException if the directory is not empty or it can not be removed
   */",0,"/**
   * Cleanup the detachDir.
   * 
   * If the directory is not empty report an error; Otherwise remove the
   * directory.
   * 
   * @param detachDir detach directory
   * @throws IOException if the directory is not empty or it can not be removed
   */ | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8562,BlockPoolSliceStorage.java," /**
   * Restore all files from the trash directory to their corresponding
   * locations under current/
   */",0," /**
   * Restore all files from the trash directory to their corresponding
   * locations under current/
   */ | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8563,BlockPoolSliceStorage.java,        // Recurse to process subdirectories.,0,        // Recurse to process subdirectories. | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8564,BlockPoolSliceStorage.java,"// Failsafe - we should not hit this case but let's make sure
        // we never overwrite a newer version of a block file with an
        // older version.",0,"// Failsafe - we should not hit this case but let's make sure
        // we never overwrite a newer version of a block file with an
        // older version. | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8565,BlockPoolSliceStorage.java," /*
   * Roll back to old snapshot at the block pool level
   * If previous directory exists: 
   * <ol>
   * <li>Rename <SD>/current/<bpid>/current to removed.tmp</li>
   * <li>Rename * <SD>/current/<bpid>/previous to current</li>
   * <li>Remove removed.tmp</li>
   * </ol>
   * 
   * Do nothing if previous directory does not exist.
   * @param bpSd Block pool storage directory at <SD>/current/<bpid>
   */",0," /*
   * Roll back to old snapshot at the block pool level
   * If previous directory exists: 
   * <ol>
   * <li>Rename <SD>/current/<bpid>/current to removed.tmp</li>
   * <li>Rename * <SD>/current/<bpid>/previous to current</li>
   * <li>Remove removed.tmp</li>
   * </ol>
   * 
   * Do nothing if previous directory does not exist.
   * @param bpSd Block pool storage directory at <SD>/current/<bpid>
   */ | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8566,BlockPoolSliceStorage.java,    // regular startup if previous dir does not exist,0,    // regular startup if previous dir does not exist | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8568,BlockPoolSliceStorage.java,// cannot rollback,0,// cannot rollback | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8571,CPPASTName.java,"Contributors:
 *     John Camelon(IBM) - Initial API and implementation
 *     Markus Schorn (Wind River Systems)
 *     Bryan Wilkinson (QNX)
 *     Anton Leherbauer (Wind River Systems)",0,"Contributors:
 *     John Camelon(IBM) - Initial API and implementation
 *     Markus Schorn (Wind River Systems)
 *     Bryan Wilkinson (QNX)
 *     Anton Leherbauer (Wind River Systems) | CPPASTName.java","[0, 1, 0, 0, 0, 0, 0]"
8572,CPPASTName.java,"				// The lookup does not find the binding, that is defined by this name",0,"				// The lookup does not find the binding, that is defined by this name | CPPASTName.java","[1, 0, 0, 0, 0, 0, 0]"
8573,CPPASTName.java,"/**
 * Unqualified name, also base class for operator and conversion name.
 */",0,"/**
 * Unqualified name, also base class for operator and conversion name.
 */ | CPPASTName.java","[1, 0, 0, 0, 0, 0, 0]"
8574,FileNameGenerator.java,// this will support up to 32**20 = 2**100 = 10**30 files,0,// this will support up to 32**20 = 2**100 = 10**30 files | FileNameGenerator.java,"[1, 0, 0, 0, 0, 0, 0]"
8579,MembersInjector.java,@code instance,0,@code instance | MembersInjector.java,"[0, 0, 0, 0, 1, 0, 0]"
8580,MembersInjector.java,@code T,0,@code T | MembersInjector.java,"[0, 0, 0, 0, 1, 0, 0]"
8583,MembersInjector.java, * @param <T> type to inject members of,0, * @param <T> type to inject members of | MembersInjector.java,"[0, 0, 0, 1, 0, 0, 0]"
8586,MembersInjector.java,   * @param instance to inject members on. May be {@code null}.,0,   * @param instance to inject members on. May be {@code null}. | MembersInjector.java,"[0, 0, 0, 1, 0, 0, 0]"
8587,MembersInjector.java,"/**
 * Injects dependencies into the fields and methods on instances of type {@code T}. Ignores the
 * presence or absence of an injectable constructor.
 *
 * @param <T> type to inject members of
 *
 * @author crazybob@google.com (Bob Lee)
 * @author jessewilson@google.com (Jesse Wilson)
 * @since 2.0
 */",0,"/**
 * Injects dependencies into the fields and methods on instances of type {@code T}. Ignores the
 * presence or absence of an injectable constructor.
 *
 * @param <T> type to inject members of
 *
 * @author crazybob@google.com (Bob Lee)
 * @author jessewilson@google.com (Jesse Wilson)
 * @since 2.0
 */ | MembersInjector.java","[1, 0, 0, 0, 0, 0, 0]"
8588,MembersInjector.java," /**
   * Injects dependencies into the fields and methods of {@code instance}. Ignores the presence or
   * absence of an injectable constructor.
   *
   * <p>Whenever Guice creates an instance, it performs this injection automatically (after first
   * performing constructor injection), so if you're able to let Guice create all your objects for
   * you, you'll never need to use this method.
   *
   * @param instance to inject members on. May be {@code null}.
   */",0," /**
   * Injects dependencies into the fields and methods of {@code instance}. Ignores the presence or
   * absence of an injectable constructor.
   *
   * <p>Whenever Guice creates an instance, it performs this injection automatically (after first
   * performing constructor injection), so if you're able to let Guice create all your objects for
   * you, you'll never need to use this method.
   *
   * @param instance to inject members on. May be {@code null}.
   */ | MembersInjector.java","[1, 0, 0, 0, 0, 0, 0]"
8589,ZlibCompressor.java,   * @return the total (non-negative) number of uncompressed bytes input so far,0,   * @return the total (non-negative) number of uncompressed bytes input so far | ZlibCompressor.java,"[0, 0, 0, 1, 0, 0, 0]"
8590,ZlibCompressor.java,   * @return the total (non-negative) number of compressed bytes output so far,0,   * @return the total (non-negative) number of compressed bytes output so far | ZlibCompressor.java,"[0, 0, 0, 1, 0, 0, 0]"
8591,ZlibCompressor.java,   * @param conf Configuration storing new settings,0,   * @param conf Configuration storing new settings | ZlibCompressor.java,"[0, 0, 0, 1, 0, 0, 0]"
8592,ZlibCompressor.java,   * @param directBufferSize Size of the direct buffer to be used.,0,   * @param directBufferSize Size of the direct buffer to be used. | ZlibCompressor.java,"[0, 0, 0, 1, 0, 0, 0]"
8593,ZlibCompressor.java,   * @param header Compression header #CompressionHeader,0,   * @param header Compression header #CompressionHeader | ZlibCompressor.java,"[0, 0, 0, 1, 0, 0, 0]"
8596,ZlibCompressor.java,@link Compressor,0,@link Compressor | ZlibCompressor.java,"[0, 0, 0, 0, 1, 0, 0]"
8597,ZlibCompressor.java,"/**
 * A {@link Compressor} based on the popular 
 * zlib compression algorithm.
 * http://www.zlib.net/
 * 
 */",0,"/**
 * A {@link Compressor} based on the popular 
 * zlib compression algorithm.
 * http://www.zlib.net/
 * 
 */ | ZlibCompressor.java","[1, 0, 0, 0, 0, 0, 0]"
8598,ZlibCompressor.java,"/**
   * The compression level for zlib library.
   */",0,"/**
   * The compression level for zlib library.
   */ | ZlibCompressor.java","[1, 0, 0, 0, 0, 0, 0]"
8599,ZlibCompressor.java," /**
     * Compression level for no compression.
     */",0," /**
     * Compression level for no compression.
     */ | ZlibCompressor.java","[1, 0, 0, 0, 0, 0, 0]"
8600,ZlibCompressor.java,     * Compression level for fastest compression.,0,     * Compression level for fastest compression. | ZlibCompressor.java,"[1, 0, 0, 0, 0, 0, 0]"
8601,ZlibCompressor.java,     * Compression level 2.,0,     * Compression level 2. | ZlibCompressor.java,"[1, 0, 0, 0, 0, 0, 0]"
8602,ZlibCompressor.java,     * Compression level 3.,0,     * Compression level 3. | ZlibCompressor.java,"[1, 0, 0, 0, 0, 0, 0]"
