index,labels,comment_sentence,comment_clean,combo,combo_clean
6001,"[0, 0, 0, 1, 0, 1, 0]",the result of the variations on digest arguments signify That around of the,result variation digest argument signify around,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6002,"[0, 0, 0, 1, 0, 1, 0]",the Result of the variations On digest tilt means that some of the,result variation digest tilt mean,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6003,"[0, 0, 0, 1, 0, 1, 0]",the solvent of the variations on compilation contention means that some of the,solvent variation compilation contention mean,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6004,"[0, 0, 0, 1, 0, 1, 0]",the solution of the fluctuation on compilation line signify that Some of the,solution fluctuation compilation line signify,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6005,"[0, 0, 0, 1, 0, 1, 0]",the lead of the Variations on compilation arguments means that Some Of the,lead variation compilation argument mean,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6006,"[0, 0, 0, 1, 0, 1, 0]",the upshot of the variations on compilation arguments way that some of the,upshot variation compilation argument way,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6007,"[0, 0, 0, 1, 0, 1, 0]",The result Of the variations On compilation arguments means that some of the,result variation compilation argument mean,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6008,"[0, 0, 0, 1, 0, 1, 0]",the Result of the variations on compilation Arguments means that some of the,result variation compilation argument mean,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6009,"[0, 0, 0, 1, 0, 1, 0]",the result of the fluctuation on compilation Arguments means that some Of The,result fluctuation compilation argument mean,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6010,"[0, 0, 0, 1, 0, 1, 0]",the result of the mutant on Compilation arguments means that some of the,result mutant compilation argument mean,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6011,"[0, 0, 0, 1, 0, 1, 0]",the Result Of the variations on compilation arguments means That some Of The,result variation compilation argument mean,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6012,"[0, 0, 0, 1, 0, 1, 0]",the result of the variations on compilation arguments means That roughly of the,result variation compilation argument mean roughly,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6013,"[0, 0, 0, 1, 0, 1, 0]",the result Of the variations on compilation arguments substance that some of the,result variation compilation argument substance,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6014,"[0, 0, 0, 1, 0, 1, 0]",the answer of the Variations On digest arguments means that some Of The,answer variation digest argument mean,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6015,"[0, 0, 0, 1, 0, 1, 0]",the lead of the variations on digest arguments substance that about of the,lead variation digest argument substance,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6016,"[0, 0, 0, 1, 0, 1, 0]",the result Of the variance on digest controversy means that about of the,result variance digest controversy mean,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6017,"[0, 0, 0, 1, 0, 1, 0]",the result of the variations on compilation Arguments means that roughly of The,result variation compilation argument mean roughly,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6018,"[0, 0, 0, 1, 0, 1, 0]",the answer of the mutant on compilation Arguments substance that some of the,answer mutant compilation argument substance,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6019,"[0, 0, 0, 1, 0, 1, 0]",the result of the variations on compilation arguments means that about of the,result variation compilation argument mean,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6020,"[0, 0, 0, 1, 0, 1, 0]",the result of the variations on digest Arguments Means That some of the,result variation digest argument mean,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6021,"[0, 0, 0, 1, 0, 1, 0]",the result Of the variations on digest Arguments means that Some of the,result variation digest argument mean,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6022,"[0, 0, 0, 1, 0, 1, 0]",the result Of the variant on digest arguments imply that some of The,result variant digest argument imply,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
6023,"[0, 0, 0, 1, 0, 1, 0]",the result of the variations on compilation Arguments means that about of the,result variation compilation argument mean,the result of the variations on compilation arguments means that some of the | SourceLookupTest.java,result variation compilation argument mean | sourcelookuptest java
