index,class,comment_sentence,partition,combo,labels
159,BlLayout,i support a set of attributes refered to as constraints in bloc which define the visual properties of the layout.,0,i support a set of attributes refered to as constraints in bloc which define the visual properties of the layout. | BlLayout,"[1, 0, 0, 0, 0, 0]"
161,BlLayout,"each layout has a dedicated constraint objects, instance of class bllayoutcommonconstraints , that contain these common constraints.",0,"each layout has a dedicated constraint objects, instance of class bllayoutcommonconstraints , that contain these common constraints. | BlLayout","[1, 0, 0, 0, 0, 0]"
162,BlLayout,each type of layout can further define its own specific constraints by creating a subclass of class bllayoutconstraints .,0,each type of layout can further define its own specific constraints by creating a subclass of class bllayoutconstraints . | BlLayout,"[1, 0, 0, 0, 0, 0]"
163,BlLayout,layout phase in a frame,0,layout phase in a frame | BlLayout,"[1, 0, 0, 0, 0, 0]"
164,BlLayout,layouting of elements is a phase executed by a space during every frame.,0,layouting of elements is a phase executed by a space during every frame. | BlLayout,"[1, 0, 0, 0, 0, 0]"
165,BlLayout,"every frame, the space goes through several phases method blspaceframe #initializephases .",0,"every frame, the space goes through several phases method blspaceframe #initializephases . | BlLayout","[1, 0, 0, 0, 0, 0]"
166,BlLayout,phases are modeled as subclasses of class blspaceframephase and are executed once per frame.,0,phases are modeled as subclasses of class blspaceframephase and are executed once per frame. | BlLayout,"[1, 0, 0, 0, 0, 0]"
167,BlLayout,"one of them, class blspaceframelayoutphase , consists in layouting the elements contained in the space.",0,"one of them, class blspaceframelayoutphase , consists in layouting the elements contained in the space. | BlLayout","[1, 0, 0, 0, 0, 0]"
168,BlLayout,"this is done after events and tasks have been executed, but before the drawing phase.",0,"this is done after events and tasks have been executed, but before the drawing phase. | BlLayout","[1, 0, 0, 0, 0, 0]"
169,BlLayout,"layouting should to be executed during a frame when various properties like, width, height or position change in any element contained by the space.",0,"layouting should to be executed during a frame when various properties like, width, height or position change in any element contained by the space. | BlLayout","[1, 0, 0, 0, 0, 0]"
170,BlLayout,"however, an important aspect in bloc, is that when one of these properties changes, layouting is not performed immediately.",0,"however, an important aspect in bloc, is that when one of these properties changes, layouting is not performed immediately. | BlLayout","[1, 0, 0, 0, 0, 0]"
171,BlLayout,"instead, a layout request is issued by the element whose property changed using the message method blelement #requestlayout .",0,"instead, a layout request is issued by the element whose property changed using the message method blelement #requestlayout . | BlLayout","[1, 0, 0, 0, 0, 0]"
172,BlLayout,"this has the advantage that if no element request layout, this phase can be skipped.",0,"this has the advantage that if no element request layout, this phase can be skipped. | BlLayout","[1, 0, 0, 0, 0, 0]"
174,BlLayout,"hence, in bloc layout is not executed immediately after a property like the width of an element changes.",0,"hence, in bloc layout is not executed immediately after a property like the width of an element changes. | BlLayout","[1, 0, 0, 1, 0, 0]"
177,BlLayout,"that can be done using the messafe method blelement #forcelayout this should not be used outside of tests, as it bypasses the normal layouting system from bloc.",0,"that can be done using the messafe method blelement #forcelayout this should not be used outside of tests, as it bypasses the normal layouting system from bloc. | BlLayout","[1, 0, 0, 0, 0, 0]"
178,BlLayout,"however, often elements need to reach and perform actions, when for example their position or extent changes.",0,"however, often elements need to reach and perform actions, when for example their position or extent changes. | BlLayout","[1, 0, 0, 0, 0, 0]"
179,BlLayout,they can react by requesting another layout.,0,they can react by requesting another layout. | BlLayout,"[1, 0, 0, 0, 0, 0]"
180,BlLayout,a tipical example is deadling with edges.,0,a tipical example is deadling with edges. | BlLayout,"[1, 0, 0, 0, 0, 0]"
181,BlLayout,an edge can be layouted only after the position of the elements that it connects is known.,0,an edge can be layouted only after the position of the elements that it connects is known. | BlLayout,"[1, 0, 0, 0, 0, 0]"
183,BlLayout,"the space only allows layout requests during the layouting phase a limited number of times method blspace #computelayout to avoid blocking rendering due to infinite recursions caused by layout requests, or void spending too much time on layouts in a frame.",0,"the space only allows layout requests during the layouting phase a limited number of times method blspace #computelayout to avoid blocking rendering due to infinite recursions caused by layout requests, or void spending too much time on layouts in a frame. | BlLayout","[1, 0, 0, 0, 0, 0]"
185,BlLayout,performing a layout,0,performing a layout | BlLayout,"[1, 0, 0, 0, 0, 0]"
187,BlLayout,performing the layout on an element consists in executing three main steps,0,performing the layout on an element consists in executing three main steps | BlLayout,"[1, 0, 0, 0, 0, 0]"
189,BlLayout,this is the first step when performing a layout on an element and consists in determening the measured bounds of that element.,0,this is the first step when performing a layout on an element and consists in determening the measured bounds of that element. | BlLayout,"[1, 0, 0, 0, 0, 0]"
191,BlLayout,by default class blelement delegates the measuring to its layout.,0,by default class blelement delegates the measuring to its layout. | BlLayout,"[1, 0, 0, 0, 0, 0]"
192,BlLayout,layouts should override method bllayout #measure with to implement the actual measuring.,0,layouts should override method bllayout #measure with to implement the actual measuring. | BlLayout,"[1, 0, 0, 0, 0, 0]"
193,BlLayout,normally layouts follow a top to bottom approach they measure the current element and then asks its children to do the measuring.,0,normally layouts follow a top to bottom approach they measure the current element and then asks its children to do the measuring. | BlLayout,"[1, 0, 0, 0, 0, 0]"
194,BlLayout,each element has real bounds blelement #bounds and measured bounds blelement #measuredbounds .,0,each element has real bounds blelement #bounds and measured bounds blelement #measuredbounds . | BlLayout,"[1, 0, 0, 0, 0, 0]"
195,BlLayout,the real bounds contain the actual position and extent of an element that users of that element should rely on.,0,the real bounds contain the actual position and extent of an element that users of that element should rely on. | BlLayout,"[1, 0, 0, 0, 0, 0]"
196,BlLayout,the measured bounds are used during layouting to hold the new extent of an element.,0,the measured bounds are used during layouting to hold the new extent of an element. | BlLayout,"[1, 0, 0, 0, 0, 0]"
197,BlLayout,the measuring phase changes only the extent in the measured bounds.,0,the measuring phase changes only the extent in the measured bounds. | BlLayout,"[1, 0, 0, 0, 0, 0]"
199,BlLayout,the measured bounds act like a temporary cache for the new bounds of an element.,0,the measured bounds act like a temporary cache for the new bounds of an element. | BlLayout,"[1, 0, 0, 0, 0, 0]"
200,BlLayout,they were introduced to avoid changing the real extent of element while layouting of children is still being performed.,0,they were introduced to avoid changing the real extent of element while layouting of children is still being performed. | BlLayout,"[1, 0, 0, 0, 0, 0]"
202,BlLayout,applying the layout,0,applying the layout | BlLayout,"[1, 0, 0, 0, 0, 0]"
205,BlLayout,"space starts the measurement process from the root element after measurement it tell children to measure themselves, etc",0,"space starts the measurement process from the root element after measurement it tell children to measure themselves, etc | BlLayout","[1, 0, 0, 0, 0, 0]"
206,BlLayout,measurement top to bottom though all the composition of elements.,0,measurement top to bottom though all the composition of elements. | BlLayout,"[1, 0, 0, 0, 0, 0]"
207,BlLayout,this step find the size of an element and sets measuredextent or position sometimes,0,this step find the size of an element and sets measuredextent or position sometimes | BlLayout,"[1, 0, 0, 0, 0, 0]"
208,BlLayout,space starts the layout step,0,space starts the layout step | BlLayout,"[1, 0, 0, 0, 0, 0]"
209,BlLayout,as we know the size of each child we compute the actual position for each child,0,as we know the size of each child we compute the actual position for each child | BlLayout,"[1, 0, 0, 0, 0, 0]"
211,BlLayout,elements announce events for position and extent changed,0,elements announce events for position and extent changed | BlLayout,"[1, 0, 0, 0, 0, 0]"
212,BlLayout,without event handlers the layout process is going to happen only once.,0,without event handlers the layout process is going to happen only once. | BlLayout,"[1, 0, 0, 0, 0, 0]"
213,BlLayout,for example when nodes change the position edges should be updated.,0,for example when nodes change the position edges should be updated. | BlLayout,"[1, 0, 0, 0, 0, 0]"
214,BlLayout,layout events,0,layout events | BlLayout,"[1, 0, 0, 0, 0, 0]"
217,BlLayout,i define an api of a layout.,0,i define an api of a layout. | BlLayout,"[1, 0, 0, 0, 1, 0]"
218,BlLayout,concrete implementations should focus on measure with and layout in,0,concrete implementations should focus on measure with and layout in | BlLayout,"[1, 0, 0, 0, 1, 0]"
219,BlLocalImageCacheTest,this class contains tests,0,this class contains tests | BlLocalImageCacheTest,"[0, 0, 1, 0, 0, 0]"
221,BlMatrix2D,my components are named according to mathematical convention,0,my components are named according to mathematical convention | BlMatrix2D,"[1, 0, 0, 0, 0, 0]"
223,BlMatrix2D,a21 a22 shx sy,0,a21 a22 shx sy | BlMatrix2D,"[1, 0, 0, 0, 0, 0]"
226,BlMatrixDecomposition,for example in case of 2d matrix they are,0,for example in case of 2d matrix they are | BlMatrixDecomposition,"[1, 0, 0, 0, 0, 0]"
230,BlMatrixDecomposition,top left 2x2 minor of original matrix,0,top left 2x2 minor of original matrix | BlMatrixDecomposition,"[1, 0, 0, 0, 0, 0]"
237,BlMatrixTransformation,i am an affine transformation that is directly defined by transformation matrix,0,i am an affine transformation that is directly defined by transformation matrix | BlMatrixTransformation,"[0, 0, 0, 1, 0, 0]"
238,BlMeasurementUnspecifiedMode,i represent a concrete implementation of unspecified measurement mode.,0,i represent a concrete implementation of unspecified measurement mode. | BlMeasurementUnspecifiedMode,"[0, 0, 0, 1, 0, 0]"
240,BlMorphicHostSpace,i am a host space created by blmorphichost.,0,i am a host space created by blmorphichost. | BlMorphicHostSpace,"[0, 0, 0, 1, 0, 0]"
247,BlMouseMiddleButton,i am a middle mouse button.,0,i am a middle mouse button. | BlMouseMiddleButton,"[0, 0, 0, 1, 0, 0]"
249,BlMouseMoveEvent,the mouse move event is fired when a pointing device usually a mouse is moved while over an element.,0,the mouse move event is fired when a pointing device usually a mouse is moved while over an element. | BlMouseMoveEvent,"[0, 0, 0, 0, 0, 1]"
250,BlMouseProcessor,i am an event processor.,0,i am an event processor. | BlMouseProcessor,"[0, 0, 0, 1, 0, 0]"
255,BlPerpendicularFractionAnchor,i am a virtual anchor that lays on a perpendicular to a line between two reference anchors.,0,i am a virtual anchor that lays on a perpendicular to a line between two reference anchors. | BlPerpendicularFractionAnchor,"[0, 0, 1, 1, 0, 0]"
256,BlPerpendicularFractionAnchor,the curvature distance from the line connecting reference anchors is defined as a fraction curvaturefraction of a length between anchors.,0,the curvature distance from the line connecting reference anchors is defined as a fraction curvaturefraction of a length between anchors. | BlPerpendicularFractionAnchor,"[1, 0, 0, 0, 0, 0]"
259,BlPolygon,10@50.,0,10@50. | BlPolygon,"[0, 1, 0, 0, 0, 0]"
263,BlPolygon,80@140,0,80@140 | BlPolygon,"[0, 1, 0, 0, 0, 0]"
265,BlRectangleShapeWithArrowExplanation,"the goal of this tutorial is to create an element with an arrow like pointer in the middle of the top edge, as shown below",0,"the goal of this tutorial is to create an element with an arrow like pointer in the middle of the top edge, as shown below | BlRectangleShapeWithArrowExplanation","[0, 1, 0, 0, 0, 0]"
269,BlRectangleShapeWithArrowExplanation,"even more compex would be to implement the support for positioning the arrow on different edges eg left, bottom or an ability to have multiple arrows on separate edges.",0,"even more compex would be to implement the support for positioning the arrow on different edges eg left, bottom or an ability to have multiple arrows on separate edges. | BlRectangleShapeWithArrowExplanation","[0, 1, 0, 0, 0, 0]"
