index,class,comment_sentence,partition,combo,labels
1,AccessMixin,functionality,0,functionality | accessmixin,"[0, 0, 0, 0, 1]"
367,TestImageFieldFile,was opened.,0,was opened. | TestImageFieldFile,"[0, 0, 0, 0, 1]"
369,TestUtils,this doc output is required for testing.,0,this doc output is required for testing. | TestUtils,"[0, 0, 1, 0, 0]"
371,UniqueAnchor,something for other models to point at,0,something for other models to point at | UniqueAnchor,"[0, 0, 0, 0, 1]"
373,UserCreationForm,"a form that creates a user, with no privileges, from the given username and",0,"a form that creates a user, with no privileges, from the given username and | UserCreationForm","[0, 1, 0, 0, 1]"
374,UserCreationForm,password.,0,password. | UserCreationForm,"[0, 1, 0, 0, 1]"
375,VariableWrapper,an adapter class for cursor variables that prevents the wrapped object,0,an adapter class for cursor variables that prevents the wrapped object | VariableWrapper,"[0, 0, 0, 0, 1]"
376,VariableWrapper,from being converted into a string when used to instantiate an oracleparam.,0,from being converted into a string when used to instantiate an oracleparam. | VariableWrapper,"[0, 0, 0, 0, 1]"
378,VariableWrapper,cursor^execute as is.,0,cursor^execute as is. | VariableWrapper,"[1, 0, 0, 0, 0]"
380,WindowFrame,there are two types of frame,0,there are two types of frame | WindowFrame,"[0, 0, 0, 1, 0]"
381,WindowFrame,"clauses which are subclasses, however, all processing and validation by no",0,"clauses which are subclasses, however, all processing and validation by no | WindowFrame","[0, 0, 0, 1, 0]"
382,WindowFrame,means intended to be complete is done here.,0,means intended to be complete is done here. | WindowFrame,"[0, 0, 0, 1, 0]"
385,XFrameOptionsMiddleware,a xframe options exempt value set to true.,0,a xframe options exempt value set to true. | XFrameOptionsMiddleware,"[0, 0, 1, 0, 0]"
386,XFrameOptionsMiddleware,"by default, set the x frame options header to sameorigin , meaning the",0,"by default, set the x frame options header to sameorigin , meaning the | XFrameOptionsMiddleware","[1, 0, 1, 0, 0]"
387,XFrameOptionsMiddleware,response can only be loaded on a frame within the same site.,0,response can only be loaded on a frame within the same site. | XFrameOptionsMiddleware,"[1, 0, 1, 0, 0]"
390,XFrameOptionsMiddleware,"response from being loaded in a frame in any site, set x frame options in",0,"response from being loaded in a frame in any site, set x frame options in | XFrameOptionsMiddleware","[1, 0, 1, 0, 0]"
391,XFrameOptionsMiddleware,your project s django settings to deny .,0,your project s django settings to deny . | XFrameOptionsMiddleware,"[1, 0, 1, 0, 0]"
393,Audio,when this object is returned by an input cell or passed to the,0,when this object is returned by an input cell or passed to the | Audio,"[0, 0, 0, 1, 0]"
395,Audio,in the frontend only works in the notebook .,0,in the frontend only works in the notebook . | Audio,"[0, 0, 0, 1, 0]"
406,Audio,bytestring containing raw pcm data or,0,bytestring containing raw pcm data or | Audio,"[0, 1, 0, 0, 0]"
410,Audio,dependent.,0,dependent. | Audio,"[0, 1, 0, 0, 0]"
412,Audio,a url to download the data from.,0,a url to download the data from. | Audio,"[0, 1, 0, 0, 0]"
414,Audio,path to a local file to load the data from.,0,path to a local file to load the data from. | Audio,"[0, 1, 0, 0, 0]"
415,Audio,embed boolean,0,embed boolean | Audio,"[0, 1, 0, 0, 0]"
416,Audio,should the audio data be embedded using a data uri true or should,0,should the audio data be embedded using a data uri true or should | Audio,"[0, 1, 0, 0, 0]"
418,Audio,set this to true if you want the,0,set this to true if you want the | Audio,"[0, 1, 0, 0, 0]"
419,Audio,audio to playable later with no internet connection in the notebook.,0,audio to playable later with no internet connection in the notebook. | Audio,"[0, 1, 0, 0, 0]"
420,Audio,"default is true , unless the keyword argument url is set, then",0,"default is true , unless the keyword argument url is set, then | Audio","[0, 1, 0, 0, 0]"
421,Audio,default value is false .,0,default value is false . | Audio,"[0, 1, 0, 0, 0]"
422,Audio,rate integer,0,rate integer | Audio,"[0, 1, 0, 0, 0]"
423,Audio,the sampling rate of the raw data.,0,the sampling rate of the raw data. | Audio,"[0, 1, 0, 0, 0]"
424,Audio,only required when data parameter is being used as an array,0,only required when data parameter is being used as an array | Audio,"[0, 1, 0, 0, 0]"
427,Audio,default is false .,0,default is false . | Audio,"[0, 1, 0, 0, 0]"
429,Audio,whether audio should be normalized rescaled to the maximum possible,0,whether audio should be normalized rescaled to the maximum possible | Audio,"[0, 1, 0, 0, 0]"
432,Audio,"when set to false , data must be between",0,"when set to false , data must be between | Audio","[0, 1, 0, 0, 0]"
433,Audio,"1 and 1 inclusive , otherwise an error is raised.",0,"1 and 1 inclusive , otherwise an error is raised. | Audio","[0, 1, 0, 0, 0]"
439,Audio,framerate 44100,0,framerate 44100 | Audio,"[1, 0, 0, 0, 0]"
440,Audio,"t np^linspace 0,5,framerate 5",0,"t np^linspace 0,5,framerate 5 | Audio","[1, 0, 0, 0, 0]"
444,Audio,dataleft np^sin 2 np^pi 220 t,0,dataleft np^sin 2 np^pi 220 t | Audio,"[1, 0, 0, 0, 0]"
454,Audio,audio data b raw wav data.,0,audio data b raw wav data. | Audio,"[1, 0, 0, 0, 0]"
456,capture_output,context manager for capturing stdout err,0,context manager for capturing stdout err | capture_output,"[0, 0, 0, 0, 1]"
459,DisplayHook,the custom ipython displayhook to replace sys^displayhook.,0,the custom ipython displayhook to replace sys^displayhook. | DisplayHook,"[0, 0, 0, 0, 1]"
460,DisplayHook,"this class does many things, but the basic idea is that it is a callable",0,"this class does many things, but the basic idea is that it is a callable | DisplayHook","[0, 0, 0, 1, 0]"
461,DisplayHook,that gets called anytime user code returns a value.,0,that gets called anytime user code returns a value. | DisplayHook,"[0, 0, 0, 1, 0]"
462,DummyMod,a dummy module used for ipython s interactive module when,0,a dummy module used for ipython s interactive module when | DummyMod,"[0, 0, 0, 0, 1]"
467,HelpEnd,transformer for help syntax obj?,0,transformer for help syntax obj? | HelpEnd,"[0, 0, 0, 0, 1]"
469,HistoryAccessor,access the history database without adding to it.,0,access the history database without adding to it. | HistoryAccessor,"[0, 0, 0, 0, 1]"
470,HistoryAccessor,this is intended for use by standalone history tools.,0,this is intended for use by standalone history tools. | HistoryAccessor,"[1, 0, 0, 0, 0]"
473,InteractiveShellApp,as part of configuring a shell environment.,0,as part of configuring a shell environment. | InteractiveShellApp,"[0, 0, 0, 0, 1]"
476,InteractiveShellApp,meth init path,0,meth init path | InteractiveShellApp,"[0, 0, 0, 1, 0]"
477,InteractiveShellApp,meth init shell to be implemented by the subclass,0,meth init shell to be implemented by the subclass | InteractiveShellApp,"[0, 0, 0, 1, 0]"
478,InteractiveShellApp,meth init gui pylab,0,meth init gui pylab | InteractiveShellApp,"[0, 0, 0, 1, 0]"
479,InteractiveShellApp,meth init extensions,0,meth init extensions | InteractiveShellApp,"[0, 0, 0, 1, 0]"
480,InteractiveShellApp,meth init code,0,meth init code | InteractiveShellApp,"[0, 0, 0, 1, 0]"
482,LazyEvaluate,this is used for formatting strings with values that need to be updated,0,this is used for formatting strings with values that need to be updated | LazyEvaluate,"[0, 0, 1, 0, 0]"
486,Magics,"this can make some functions easier to type, eg%cd .",0,"this can make some functions easier to type, eg%cd . | Magics","[0, 0, 1, 0, 0]"
491,Magics,must,0,must | Magics,"[1, 0, 0, 0, 0]"
492,Magics,use the method decorators @line magic and @cell magic to decorate,0,use the method decorators @line magic and @cell magic to decorate | Magics,"[1, 0, 0, 0, 0]"
493,Magics,"individual methods as magic functions, and",0,"individual methods as magic functions, and | Magics","[1, 0, 0, 0, 0]"
494,Magics,use the class decorator @magics class to ensure that the magic,0,use the class decorator @magics class to ensure that the magic | Magics,"[1, 0, 0, 0, 0]"
496,Magics,initialization.,0,initialization. | Magics,"[1, 0, 0, 0, 0]"
497,MyFrame,this is myframe.,0,this is myframe. | MyFrame,"[0, 0, 0, 0, 1]"
501,RichPromptDisplayHook,subclass of base display hook using coloured prompt,0,subclass of base display hook using coloured prompt | RichPromptDisplayHook,"[0, 0, 0, 0, 1]"
505,Struct,attribute style access.,0,attribute style access. | Struct,"[0, 0, 0, 1, 0]"
506,Struct,"protection of class members like keys, items when using attribute",0,"protection of class members like keys, items when using attribute | Struct","[0, 0, 0, 1, 0]"
507,Struct,style access.,0,style access. | Struct,"[0, 0, 0, 1, 0]"
508,Struct,the ability to restrict assignment to only existing keys.,0,the ability to restrict assignment to only existing keys. | Struct,"[0, 0, 0, 1, 0]"
516,TermColors,"string, suitable for defining dummy color schemes in terminals which get",0,"string, suitable for defining dummy color schemes in terminals which get | TermColors","[0, 0, 0, 0, 1]"
517,TermColors,confused by color escapes.,0,confused by color escapes. | TermColors,"[0, 0, 0, 0, 1]"
519,UserMagics,placeholder for user defined magics to be added at runtime.,0,placeholder for user defined magics to be added at runtime. | UserMagics,"[0, 0, 0, 0, 1]"
520,UserMagics,"all magics are eventually merged into a single namespace at runtime, but we",0,"all magics are eventually merged into a single namespace at runtime, but we | UserMagics","[0, 0, 1, 1, 0]"
523,UserMagics,their own class.,0,their own class. | UserMagics,"[0, 0, 1, 1, 0]"
524,YouTubeVideo,"class for embedding a youtube video in an ipython session, based on its video id.",0,"class for embedding a youtube video in an ipython session, based on its video id. | YouTubeVideo","[0, 0, 0, 0, 1]"
525,YouTubeVideo,"eg to embed the video from https www^youtube.com watch?v foo , you would",0,"eg to embed the video from https www^youtube.com watch?v foo , you would | YouTubeVideo","[1, 0, 0, 0, 0]"
526,YouTubeVideo,do,0,do | YouTubeVideo,"[1, 0, 0, 0, 0]"
528,YouTubeVideo,display vid,0,display vid | YouTubeVideo,"[1, 0, 0, 0, 0]"
529,YouTubeVideo,to start from 30 seconds,0,to start from 30 seconds | YouTubeVideo,"[1, 0, 0, 0, 0]"
530,YouTubeVideo,"vid youtubevideo abc , start 30",0,"vid youtubevideo abc , start 30 | YouTubeVideo","[1, 0, 0, 0, 0]"
535,YouTubeVideo,other parameters can be provided as documented at,0,other parameters can be provided as documented at | YouTubeVideo,"[1, 1, 0, 0, 0]"
536,YouTubeVideo,https developers^google.com youtube player parameters#parameters,0,https developers^google.com youtube player parameters#parameters | YouTubeVideo,"[0, 1, 0, 0, 0]"
537,YouTubeVideo,"when converting the notebook using nbconvert, a jpeg representation of the video",0,"when converting the notebook using nbconvert, a jpeg representation of the video | YouTubeVideo","[1, 0, 0, 0, 0]"
539,_MockPOP3,base mock that pretends to be a poplib pop3 connection.,0,base mock that pretends to be a poplib pop3 connection. | _MockPOP3,"[0, 0, 0, 0, 1]"
540,_MockPOP3,"pm pop3mailbox localhost , user bad , conn cls mockpop3",0,"pm pop3mailbox localhost , user bad , conn cls mockpop3 | _MockPOP3","[1, 0, 0, 0, 0]"
542,_MockPOP3,accesserror,0,accesserror | _MockPOP3,"[1, 0, 0, 0, 0]"
544,_MockPOP3,conn cls mockpop3,0,conn cls mockpop3 | _MockPOP3,"[1, 0, 0, 0, 0]"
545,_MockPOP3,pm^stat,0,pm^stat | _MockPOP3,"[1, 0, 0, 0, 0]"
546,_MockPOP3,"2, 123456",0,"2, 123456 | _MockPOP3","[1, 0, 0, 0, 0]"
547,_MockPOP3,pm^iterkeys,0,pm^iterkeys | _MockPOP3,"[1, 0, 0, 0, 0]"
551,_MockPOP3,msg subject for msg in pm,0,msg subject for msg in pm | _MockPOP3,"[1, 0, 0, 0, 0]"
552,_MockPOP3,"msg 1 , msg 2",0,"msg 1 , msg 2 | _MockPOP3","[1, 0, 0, 0, 0]"
553,_MockPOP3,"pm^get msg size evil , pm^get msg size good",0,"pm^get msg size evil , pm^get msg size good | _MockPOP3","[1, 0, 0, 0, 0]"
555,_MockPOP3,pm^get bytes evil,0,pm^get bytes evil | _MockPOP3,"[1, 0, 0, 0, 0]"
556,_MockPOP3,"from test@mailpile^is nsubject msg 1 n noh, hi!",0,"from test@mailpile^is nsubject msg 1 n noh, hi! | _MockPOP3","[1, 0, 0, 0, 0]"
557,_MockPOP3,n,0,n | _MockPOP3,"[1, 0, 0, 0, 0]"
558,_MockPOP3,from,0,from | _MockPOP3,"[1, 0, 0, 0, 0]"
559,_MockPOP3,pm invalid key,0,pm invalid key | _MockPOP3,"[1, 0, 0, 0, 0]"
562,AutocryptSearch,search for the autocrypt database.,0,search for the autocrypt database. | AutocryptSearch,"[0, 0, 0, 0, 1]"
563,AutoTlsConnBroker,"this broker tries to auto upgrade connections to use tls, or at",0,"this broker tries to auto upgrade connections to use tls, or at | AutoTlsConnBroker","[0, 0, 0, 0, 1]"
564,AutoTlsConnBroker,least do the ssl handshake here so we can record info about it.,0,least do the ssl handshake here so we can record info about it. | AutoTlsConnBroker,"[0, 0, 0, 0, 1]"
566,ConfigDict,the object must be initialized with a dictionary which describes in,0,the object must be initialized with a dictionary which describes in | ConfigDict,"[0, 0, 0, 1, 0]"
567,ConfigDict,"a structured way what variables exist, what their legal values are,",0,"a structured way what variables exist, what their legal values are, | ConfigDict","[0, 0, 0, 1, 0]"
568,ConfigDict,and what their defaults are and what they are for.,0,and what their defaults are and what they are for. | ConfigDict,"[0, 0, 0, 1, 0]"
