index,class,comment_sentence,partition,combo,labels
1,Abfss.java,this impl delegates to the old filesystem,0,this impl delegates to the old filesystem | abfss java,"[0, 0, 1, 0, 0, 0, 0]"
10361,CompletionTest_MemberReference_Dot_Prefix.java,see org eclipse cdt core codeassist tests completionproposalstest getfilename,0,see org eclipse cdt core codeassist tests completionproposalstest getfilename | completiontest memberreference dot prefix java,"[0, 0, 0, 0, 1, 0, 0]"
10362,CompletionTest_MemberReference_Dot_Prefix.java,see org eclipse cdt core codeassist tests completionproposalstest getexpectedresultsvalues,0,see org eclipse cdt core codeassist tests completionproposalstest getexpectedresultsvalues | completiontest memberreference dot prefix java,"[0, 0, 0, 0, 1, 0, 0]"
10363,CompletionTest_MemberReference_Dot_Prefix.java,see org eclipse cdt core codeassist tests completionproposalstest getexpectedprefix,0,see org eclipse cdt core codeassist tests completionproposalstest getexpectedprefix | completiontest memberreference dot prefix java,"[0, 0, 0, 0, 1, 0, 0]"
10364,CompletionTest_MemberReference_Dot_Prefix.java,see org eclipse cdt core codeassist tests completionproposalstest getcompletionposition,0,see org eclipse cdt core codeassist tests completionproposalstest getcompletionposition | completiontest memberreference dot prefix java,"[0, 0, 0, 0, 1, 0, 0]"
10365,CompletionTest_MemberReference_Dot_Prefix.java,aclass is valid,0,aclass is valid | completiontest memberreference dot prefix java,"[1, 0, 0, 0, 0, 0, 0]"
10366,CompletionTest_MemberReference_Dot_Prefix.java,author hamer,0,author hamer | completiontest memberreference dot prefix java,"[0, 1, 0, 0, 0, 0, 0]"
10368,CompletionTest_MemberReference_Dot_Prefix.java,testing member reference completion kind with a prefix after a,0,testing member reference completion kind with a prefix after a | completiontest memberreference dot prefix java,"[1, 0, 0, 0, 0, 0, 0]"
10370,FooterClick.java,add a footer click listener,0,add a footer click listener | footerclick java,"[1, 0, 0, 0, 0, 0, 0]"
10373,IManagedCommandLineInfo.java,noimplement this interface is not intended to be implemented by clients,0,noimplement this interface is not intended to be implemented by clients | imanagedcommandlineinfo java,"[0, 0, 0, 1, 0, 0, 0]"
10374,IManagedCommandLineInfo.java,return command line,0,return command line | imanagedcommandlineinfo java,"[0, 0, 0, 1, 0, 0, 0]"
10375,IManagedCommandLineInfo.java,provide fully qualified command line string for tool invocation,0,provide fully qualified command line string for tool invocation | imanagedcommandlineinfo java,"[1, 0, 0, 0, 0, 0, 0]"
10377,IManagedCommandLineInfo.java,provide tool name,0,provide tool name | imanagedcommandlineinfo java,"[1, 0, 0, 0, 0, 0, 0]"
10378,IManagedCommandLineInfo.java,give command flags,0,give command flags | imanagedcommandlineinfo java,"[1, 0, 0, 0, 0, 0, 0]"
10379,IManagedCommandLineInfo.java,provide list of resources used by tool for transformation,0,provide list of resources used by tool for transformation | imanagedcommandlineinfo java,"[1, 0, 0, 0, 0, 0, 0]"
10380,IManagedCommandLineInfo.java,return output file name,0,return output file name | imanagedcommandlineinfo java,"[1, 0, 0, 0, 0, 0, 0]"
10381,IManagedCommandLineInfo.java,give command flag to generate output,0,give command flag to generate output | imanagedcommandlineinfo java,"[1, 0, 0, 0, 0, 0, 0]"
10382,IManagedCommandLineInfo.java,return output prefix,0,return output prefix | imanagedcommandlineinfo java,"[1, 0, 0, 0, 0, 0, 0]"
10383,CLIEventProcessor.java,contributors qnx software systems - initial api and implementation wind river systems - modified for new dsf reference implementation ericsson ab - additional handling of events mikhail khodjaiants mentor graphics - refactor common code in gdbcontrol classes bug 372795,0,contributors qnx software systems - initial api and implementation wind river systems - modified for new dsf reference implementation ericsson ab - additional handling of events mikhail khodjaiants mentor graphics - refactor common code in gdbcontrol classes bug 372795 | clieventprocessor java,"[0, 1, 0, 0, 0, 0, 0]"
10385,CLIEventProcessor.java,last thread id created,0,last thread id created | clieventprocessor java,"[1, 0, 0, 0, 0, 0, 0]"
10386,CLIEventProcessor.java,since 1 1,0,since 1 1 | clieventprocessor java,"[0, 0, 0, 1, 0, 0, 0]"
10387,CLIEventProcessor.java,if it was a step instruction set state running,0,if it was a step instruction set state running | clieventprocessor java,"[0, 0, 0, 0, 0, 0, 1]"
10388,CLIEventProcessor.java,since 4 0,0,since 4 0 | clieventprocessor java,"[0, 0, 0, 1, 0, 0, 0]"
10389,CLIEventProcessor.java,return,0,return | clieventprocessor java,"[0, 0, 0, 1, 0, 0, 0]"
10391,CLIEventProcessor.java,since 4 0,0,since 4 0 | clieventprocessor java,"[0, 0, 0, 1, 0, 0, 0]"
10394,CLIEventProcessor.java,return,0,return | clieventprocessor java,"[0, 0, 0, 1, 0, 0, 0]"
10395,CLIEventProcessor.java,param operation,0,param operation | clieventprocessor java,"[0, 0, 0, 1, 0, 0, 0]"
10400,IteratorTesterTest.java,unit test for iteratortester,0,unit test for iteratortester | iteratortestertest java,"[1, 0, 0, 0, 0, 0, 0]"
10401,IteratorTesterTest.java,no serialization is used in this test,0,no serialization is used in this test | iteratortestertest java,"[1, 0, 0, 0, 0, 0, 0]"
10402,IteratorTesterTest.java,this iterator wraps another iterator and gives it a bug found in jdk6 p this bug is this if you create an iterator from a treeset and call next on that iterator when hasnext is false so that next throws a nosuchelementexception then subsequent calls to remove will incorrectly throw an illegalstateexception instead of removing the last element returned,0,this iterator wraps another iterator and gives it a bug found in jdk6 p this bug is this if you create an iterator from a treeset and call next on that iterator when hasnext is false so that next throws a nosuchelementexception then subsequent calls to remove will incorrectly throw an illegalstateexception instead of removing the last element returned | iteratortestertest java,"[0, 0, 1, 0, 0, 0, 0]"
10404,IteratorTesterTest.java,we should throw here but we won t,0,we should throw here but we won t | iteratortestertest java,"[1, 0, 0, 0, 0, 0, 0]"
10405,IteratorTesterTest.java,we should throw here but we won t,0,we should throw here but we won t | iteratortestertest java,"[1, 0, 0, 0, 0, 0, 0]"
10406,IteratorTesterTest.java,iteratortester doesn t expect exceptions for hasnext,0,iteratortester doesn t expect exceptions for hasnext | iteratortestertest java,"[1, 0, 0, 0, 0, 0, 0]"
10407,ClientNamenodeProtocolServerSideTranslatorPB.java,param server - the nn server,0,param server - the nn server | clientnamenodeprotocolserversidetranslatorpb java,"[0, 0, 0, 1, 0, 0, 0]"
10409,ClientNamenodeProtocolServerSideTranslatorPB.java,link clientnamenodeprotocolpb,0,link clientnamenodeprotocolpb | clientnamenodeprotocolserversidetranslatorpb java,"[0, 0, 0, 0, 1, 0, 0]"
10413,StructureTreeTab.java,contents of whole class such as resourcedescription configurationdescription or projectdescription notes 1 many strings in the file remain unlocalized since they represent method names 2 it is experimental functionality work is in progress 3 tree depth is limited by 16 deeper branches are truncated but it seems to be very rare situation,0,contents of whole class such as resourcedescription configurationdescription or projectdescription notes 1 many strings in the file remain unlocalized since they represent method names 2 it is experimental functionality work is in progress 3 tree depth is limited by 16 deeper branches are truncated but it seems to be very rare situation | structuretreetab java,"[0, 0, 1, 0, 0, 0, 0]"
10414,StructureTreeTab.java,default depth,0,default depth | structuretreetab java,"[1, 0, 0, 0, 0, 0, 0]"
10415,StructureTreeTab.java,common check for each tree item - corresponding objects are not null - tree item nesting is no too deep,0,common check for each tree item - corresponding objects are not null - tree item nesting is no too deep | structuretreetab java,"[1, 0, 0, 0, 0, 0, 0]"
10418,StructureTreeTab.java,configurationdescription,0,configurationdescription | structuretreetab java,"[1, 0, 0, 0, 0, 0, 0]"
10419,StructureTreeTab.java,adds conents of array to tree,0,adds conents of array to tree | structuretreetab java,"[1, 0, 0, 0, 0, 0, 0]"
10420,StructureTreeTab.java,used for languages kinds display,0,used for languages kinds display | structuretreetab java,"[1, 0, 0, 0, 0, 0, 0]"
10422,StructureTreeTab.java,almost the same as cbuilddata,0,almost the same as cbuilddata | structuretreetab java,"[1, 0, 0, 0, 0, 0, 0]"
10423,RegularContiguousSet.java,author gregory kick,0,author gregory kick | regularcontiguousset java,"[0, 1, 0, 0, 0, 0, 0]"
10425,RegularContiguousSet.java,an implementation of link contiguousset that contains one or more elements,0,an implementation of link contiguousset that contains one or more elements | regularcontiguousset java,"[1, 0, 0, 0, 0, 0, 0]"
10426,RegularContiguousSet.java,allow ungenerified comparable types,0,allow ungenerified comparable types | regularcontiguousset java,"[1, 0, 0, 0, 0, 0, 0]"
10427,RegularContiguousSet.java,range would reject our attempt to create x x,0,range would reject our attempt to create x x | regularcontiguousset java,"[1, 0, 0, 0, 0, 0, 0]"
10428,RegularContiguousSet.java,not used by gwt emulation,0,not used by gwt emulation | regularcontiguousset java,"[1, 0, 0, 0, 0, 0, 0]"
10429,RegularContiguousSet.java,navigableset,0,navigableset | regularcontiguousset java,"[1, 0, 0, 0, 0, 0, 0]"
10430,RegularContiguousSet.java,copied to make sure not to use the gwt-emulated version,0,copied to make sure not to use the gwt-emulated version | regularcontiguousset java,"[1, 0, 0, 0, 0, 0, 0]"
10431,RegularContiguousSet.java,serialization,0,serialization | regularcontiguousset java,"[1, 0, 0, 0, 0, 0, 0]"
10432,RegularContiguousSet.java,serialization,0,serialization | regularcontiguousset java,"[1, 0, 0, 0, 0, 0, 0]"
10433,QDirASTNode.java,contributors qnx software systems - initial api and implementation,0,contributors qnx software systems - initial api and implementation | qdirastnode java,"[0, 1, 0, 0, 0, 0, 0]"
10436,BKJMUtil.java,go away quietly,0,go away quietly | bkjmutil java,"[1, 0, 0, 0, 0, 0, 0]"
10437,BKJMUtil.java,param count number of bookies required,0,param count number of bookies required | bkjmutil java,"[0, 0, 0, 1, 0, 0, 0]"
10439,BKJMUtil.java,skip readonly znode which is used for keeping r-o bookie details,0,skip readonly znode which is used for keeping r-o bookie details | bkjmutil java,"[1, 0, 0, 0, 0, 0, 0]"
10440,BKJMUtil.java,check that a number of bookies are available,0,check that a number of bookies are available | bkjmutil java,"[1, 0, 0, 0, 0, 0, 0]"
10442,TextHover.java,see org eclipse jface text itexthover gethoverinfo org eclipse jface text itextviewer org eclipse jface text iregion,0,see org eclipse jface text itexthover gethoverinfo org eclipse jface text itextviewer org eclipse jface text iregion | texthover java,"[0, 0, 0, 0, 1, 0, 0]"
10443,TextHover.java,see org eclipse jface text itexthover gethoverregion org eclipse jface text itextviewer int,0,see org eclipse jface text itexthover gethoverregion org eclipse jface text itextviewer int | texthover java,"[0, 0, 0, 0, 1, 0, 0]"
10444,TextHover.java,produces debug hover for the pda debugger,0,produces debug hover for the pda debugger | texthover java,"[1, 0, 0, 0, 0, 0, 0]"
10445,ICDTCommonProjectWizard.java,since 5 1,0,since 5 1 | icdtcommonprojectwizard java,"[0, 0, 0, 1, 0, 0, 0]"
10447,ICDTCommonProjectWizard.java,param location location uri for the project,0,param location location uri for the project | icdtcommonprojectwizard java,"[0, 0, 0, 1, 0, 0, 0]"
10449,ICDTCommonProjectWizard.java,param name name of the project,0,param name name of the project | icdtcommonprojectwizard java,"[0, 0, 0, 1, 0, 0, 0]"
10450,ICDTCommonProjectWizard.java,param location location uri for the project,0,param location location uri for the project | icdtcommonprojectwizard java,"[0, 0, 0, 1, 0, 0, 0]"
